id_publico_oferta,url_oferta,tipo_oferta_fonte,cidade,territorio_uber_id,locadora,veiculo,categorias_uber,valor_display,valor_reais,periodicidade_valor,valor_semanal_equivalente,valor_mensal_equivalente,caucao_reais,km_inclusos,valor_km_excedente_reais,sem_limite_quilometragem,seguro_incluso,manutencao_inclusa,ipva_incluso,carro_reserva_incluso,opcao_compra,itens_inclusos,descricao,requisitos,data_coleta,valor_card_display,tipos_oferta_fonte,url_categoria_origem,arquivo_categoria_origem,arquivo_html_detalhe,origem_detalhe
abw7apt14n9nva0kfgqqce3g9c,https://earn.uber.com/offer/abw7apt14n9nva0kfgqqce3g9c,aluguel,São Paulo,458,Localiza Zarp,Chevrolet Onix ou similar,UberX,"R$931,90",931.9,semanal,931.9,4038.233333333333,,,,,True,True,False,False,False,"Seguro do veículo | Manutenção | Assistência 24h , substituição grátis após 4 horas do carro em manutenção, desconto combustivel, desconto em lavagem, desconto farmácia, bonificação por indicação","Não alugue só pelo preço da primeira semana. Escolha quem te dá estabilidade para ganhar o mês inteiro. Com a Localiza Zarp você tem previsibilidade, economia real e suporte de verdade para rodar todos os dias com tranquilidade. Alugue mesmo negativado Caução em até 10x sem juros (mais flexibilidade no início) Aceitamos cartão próprio ou de terceiros Pacotes de KM a partir de 750 km — você escolhe o que faz sentido para sua rotina Possibilidade de pausar o contrato Aqui você não para de rodar: Disponibilidade: substituição garantida para manutenções acima de 4h Segurança: atendimento emergencial 24h Economia: IPVA, revisão e manutenção inclusos Previsibilidade: proteção com até 80% de desconto no custo com acidentes e avarias Economia todo dia, não só na primeira semana: Combustível: descontos a partir de R$0,25 por litro em postos parceiros Farmácia: descontos de até 40% em farmácias parceiras Benefícios: muito mais vantagens exclusivas da Localiza Zarp Maior variedade de carros que rodam também no Comfort e no Black. Mais estabilidade. Mais economia. Mais suporte para você lucrar com segurança. *Preços a partir do descrito no site. *Consulte nossas condições atuais.","Comprovante de residência | Cartão de crédito próprio ou de terceiros; | CNH com EAR | Termos e Condições | Condições especiais para motoristas Uber. Confira as promoções vigentes. Caução reduzida, consulte condições. Saiba mais no WhatsApp: 31 99930-3000",2026-09-22,"R$ 931,90 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\abw7apt14n9nva0kfgqqce3g9c.html,cache
axdbwdr4td9dbbjbq22c9832r8,https://earn.uber.com/offer/axdbwdr4td9dbbjbq22c9832r8,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Toyota Yaris,"Comfort, UberX","R$765,00",765.0,semanal,765.0,3315.0,,,,,False,True,False,False,False,"Estacionamento | Manutenção | Uso ilimitado do veículo | Veículo de substituição | Toyota Yaris SEDAN 1.5 AUTOMÁTICO | (1) Você pode escolher por planos com KM livre ou controlada (2) SIM, alugamos para motoristas NEGATIVADOS. | Parcele em até 10x no cartão de crédito","Alugamos para negativados, sem cartão de crédito e sem análise de crédito!",Comprovante de residência | Estacionamento protegido | Motorista parceiro com experiência na plataforma da Uber | Depósito caução | Local de partida,2026-09-22,"R$ 765,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\axdbwdr4td9dbbjbq22c9832r8.html,cache
be3j7rmd5nbtq2jpy5x7cnr6bg,https://earn.uber.com/offer/be3j7rmd5nbtq2jpy5x7cnr6bg,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Chevrolet Onix,UberX,"R$750,00",750.0,semanal,750.0,3250.0,,,,,True,True,False,False,False,Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição | Não exigimos cartão de crédito! | Alugamos para motoristas NEGATIVADOS. | Parcele em até 10x,,Comprovante de residência | Comprovante do seguro | Estacionamento protegido | Motorista parceiro com experiência na plataforma da Uber | Depósito caução | Local de partida,2026-09-22,"R$ 750,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\be3j7rmd5nbtq2jpy5x7cnr6bg.html,cache
bpxwsnjta5fwf6b8k7q64nwsmg,https://earn.uber.com/offer/bpxwsnjta5fwf6b8k7q64nwsmg,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Ford Ka Sedan,UberX,"R$250,00",250.0,semanal,250.0,1083.3333333333333,,,,,True,True,False,True,False,"Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição | Regras da Promoção: | Válida para veículos retirados até 03/10 | Para motoristas com 1.000 ou mais viagens pela Uber | Para veículos do grupo Econômico (Ka, Uno, Joy ou similar)","Assistência 24 Horas, carro reserva, manutenção preventiva, entre outras vantagens. Local de partida Falar com a equipe de suporte Phone",,2026-09-22,"R$ 250,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\bpxwsnjta5fwf6b8k7q64nwsmg.html,cache
cvpb6zvj9nbvd8d3c83mrdxnjw,https://earn.uber.com/offer/cvpb6zvj9nbvd8d3c83mrdxnjw,aluguel,São Paulo,458,Moover,Nissan Kicks ou similar,"Black, Black Bag, Comfort, UberX","R$1,022.02",1022.02,semanal,1022.02,4428.753333333333,,,,,True,True,False,False,False,"Manutenção | Proteção Básica para Roubo, Furto, PT e Acidentes.","Ei, motorista! A Moover tem várias vantagens para você: Atendimento dedicado à motoristas de aplicativos; Tenha sempre um carro disponível Cuidamos de todas as suas manutenções Planos de até 6.000km/mês É tudo com a gente! Aproveite a parte boa de ter um carro para trabalhar É muito mais ganho para você É alugar, economizar e faturaaaaar",Comprovante de residência | Conta motorista parceiro Uber ativa | Bloqueio do depósito de segurança por meio de Cartão de Crédito próprio ou de terceiro. | Cliente pode obter mais informações diretamente pela Central de reservas da Moover pelo 0800 771 3077 ou pelo site | https://moover.com.br/regulamento | Local de partida | Termos e Condições | Alguma dúvida? | Ligue para 0800 771 3077 | As informações fornecidas pela Moover para este anúncio são meramente informativas e podem não se aplicar a sua região ou cidade e estão sujeitas a mudanças e podem ser alteradas sem aviso prévio. | Verifique detalhes do seguro e das coberturas junto à Moover.,2026-09-22,"R$1,022.02 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\cvpb6zvj9nbvd8d3c83mrdxnjw.html,cache
cwqcvem01598qb69k6n5devzhg,https://earn.uber.com/offer/cwqcvem01598qb69k6n5devzhg,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Chevrolet Onix,UberX,"R$250,00",250.0,semanal,250.0,1083.3333333333333,,,,,True,True,False,False,False,"Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição | Regras da Promoção: | Válida para veículos retirados até 03/10 | Para motoristas com 1.000 ou mais viagens pela Uber | Para veículos do grupo Econômico (Ka, Uno, Joy ou similar)","Alugando ainda esta semana ganhe até R$ 300 de DESCONTO , confira as condições em https://central.navig.com.br Parcelamos em até 10X no cartão de crédito Local de partida Falar com a equipe de suporte Phone",,2026-09-22,"R$ 250,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\cwqcvem01598qb69k6n5devzhg.html,cache
d580awyqphaf75ygfn1hzkpy6c,https://earn.uber.com/offer/d580awyqphaf75ygfn1hzkpy6c,aluguel,São Paulo,458,Kovi Brazil,Volkswagen Polo ou similar,"Comfort, Uber Reserve Test Drive, UberX",R$690.00,690.0,semanal,690.0,2990.0,1800.0,,,True,True,True,True,True,True,Seguro do veículo | Manutenção | 0km à pronta-entrega | Aceito na categoria Comfort | Sem limite de quilometragem | Sem necessidade de cartão de crédito | Aluguel para negativados | Parcelamento da caução em até 16x no pix | Garantia de carro reserva | Manutenção e IPVA por nossa conta | Plano anual com opção de compra,"""Alugue seu Polo Track 0km (aceito no Comfort) pagando apenas R$ 690 na primeira semana! Ganhe até R$ 1.800 de desconto total nas semanas seguintes ao completar a meta de viagens semanais na Uber.* Caução de R$1.800 à vista ou parcelado: 10x no cartão ou 2x no PIX Além disso, só na Kovi você: não precisa de cartão de crédito não paga taxa extra por km rodado tem a opção de compra do seu carro com até 10% abaixo do valor de mercado. São poucas unidades, corra para garantir o seu! *Consulte a disponibilidade na sua região e as condições com o time de Vendas da Kovi. Saiba mais em: https://bit.ly/3YWfmdd """,Comprovante de residência | Permanencia mínima de 1 mês,2026-09-22,R$690.00 por semana,aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\d580awyqphaf75ygfn1hzkpy6c.html,cache
dd3jqn7d099skc72ktnbt67tec,https://earn.uber.com/offer/dd3jqn7d099skc72ktnbt67tec,aluguel,São Paulo,458,Movida,Fiat Argo ou similar,"Comfort, UberX","R$2.950,10",2950.1,mensal,680.7923076923076,2950.1,,,,,True,True,False,False,False,"Manutenção | Proteção Básica para Roubo, Furto, PT e Acidentes.","Com a Movida, você fatura mais! Confira nossas ofertas para você motorista de aplicativo!",Comprovante de residência | Conta motorista parceiro Uber ativa | Bloqueio do depósito de segurança por meio de Cartão de Crédito próprio ou de terceiro. | Cliente pode obter mais informações diretamente pela Central de reservas da Movida pelo 0800 718 0080 ou pelo site | https://motoristadeapp.movida.com.br/regulamento | Local de partida | Termos e Condições | Alguma dúvida? | Ligue para: 0800 718 0080 As informações fornecidas pela Movida para este anúncio são meramente informativas e podem não se aplicar à sua região ou cidade e estão sujeitas a mudanças e podem ser alteradas sem aviso prévio. Verifique detalhes do seguro e das coberturas diretamente com a Movida.,2026-09-22,"R$ 2.950,10 por mês",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\dd3jqn7d099skc72ktnbt67tec.html,cache
eg8jmwpq819hk6t6284x335v0g,https://earn.uber.com/offer/eg8jmwpq819hk6t6284x335v0g,aluguel,São Paulo,458,Movida,Volkswagen Polo ou similar,"Comfort, UberX","R$2.989,43",2989.43,mensal,689.8684615384615,2989.43,,,,,False,True,False,False,False,Manutenção,,"Comprovante de residência | Para informações sobre requisitos, acesse o nosso site | https://motoristadeapp.movida.com.br/regulamento | .",2026-09-22,"R$ 2.989,43 por mês",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\eg8jmwpq819hk6t6284x335v0g.html,cache
f6738nxcpd8ms2tp590hpp4w4g,https://earn.uber.com/offer/f6738nxcpd8ms2tp590hpp4w4g,aluguel,São Paulo,458,Moover,Peugeot 208 ou similar,"Comfort, UberX",R$727.71,727.71,semanal,727.71,3153.41,,,,,True,True,False,False,False,"Manutenção | Proteção Básica para Roubo, Furto, PT e Acidentes.","Ei, motorista! A Moover tem várias vantagens para você: Atendimento dedicado à motoristas de aplicativos; Tenha sempre um carro disponível Cuidamos de todas as suas manutenções Planos de até 6.000km/mês É tudo com a gente! Aproveite a parte boa de ter um carro para trabalhar É muito mais ganho para você É alugar, economizar e faturaaaaar",Comprovante de residência | Conta motorista parceiro Uber ativa | Bloqueio do depósito de segurança por meio de Cartão de Crédito próprio ou de terceiro. | Cliente pode obter mais informações diretamente pela Central de reservas da Moover pelo 0800 771 3077 ou pelo site | https://moover.com.br/regulamento | Local de partida | Termos e Condições | Alguma dúvida? | Ligue para 0800 771 3077 | As informações fornecidas pela Moover para este anúncio são meramente informativas e podem não se aplicar a sua região ou cidade e estão sujeitas a mudanças e podem ser alteradas sem aviso prévio. | Verifique detalhes do seguro e das coberturas junto à Moover.,2026-09-22,R$727.71 por semana,aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\f6738nxcpd8ms2tp590hpp4w4g.html,cache
g4cp5za9p1fhqa2r43dx8s0ypg,https://earn.uber.com/offer/g4cp5za9p1fhqa2r43dx8s0ypg,aluguel,São Paulo,458,Movida,Renault Duster ou similar,"Black, Black Bag, Comfort, UberX","R$4.599,89",4599.89,mensal,1061.513076923077,4599.89,,,,,False,True,False,False,False,Manutenção,,"Comprovante de residência | Para informações sobre requisitos, acesse o nosso site | https://motoristadeapp.movida.com.br/regulamento",2026-09-22,"R$ 4.599,89 por mês",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\g4cp5za9p1fhqa2r43dx8s0ypg.html,cache
gsagf78xkn92hch6cr7y0ztj18,https://earn.uber.com/offer/gsagf78xkn92hch6cr7y0ztj18,compra,São Paulo,458,Zarp carros usados,Carro Próprio,,,,unico,,,,,,,False,False,False,False,False,,,,2026-09-22,Carros usados com descontos especiais,compra,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/purchase_category,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Compre um veículo nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\gsagf78xkn92hch6cr7y0ztj18.html,cache
gwsnnz1knd9n97s1c94e03ea7c,https://earn.uber.com/offer/gwsnnz1knd9n97s1c94e03ea7c,aluguel,São Paulo,458,Grupo Carro na Mão,Chevrolet Onix Plus,"Comfort, UberX","R$665,00",665.0,semanal,665.0,2881.6666666666665,1700.0,,665.0,,True,True,False,False,True,"Manutenção | Promoção por indicação | Veículo de substituição | Atendimento rápido e suporte durante a locação, assistência 24h, IPVA, licenciamento, proteção veicular, revisão e manutenção preventiva. | Consulte condições para opção de compra, carro 0km, planos a partir de R$ 805,00/semana.",Comece no aluguel e tenha a opção de comprar o veículo (consulte condições e outras categorias de veículos).,Comprovante de residência | Motorista parceiro com experiência na plataforma da Uber | Avaliação mínima da Uber | Depósito caução | Idade mínima | Local de partida,2026-09-22,"R$ 665,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\gwsnnz1knd9n97s1c94e03ea7c.html,cache
h14vmezcy9bjzcbcgtsrbpzewg,https://earn.uber.com/offer/h14vmezcy9bjzcbcgtsrbpzewg,aluguel,São Paulo,458,Kovi Brazil,Fiat Cronos ou similar,"Comfort, Bag, Uber Reserve Test Drive, UberX",R$350.00,350.0,semanal,350.0,1516.6666666666667,2200.0,,,True,True,True,True,True,True,Seguro do veículo | Manutenção | Seminovo à pronta-entrega | Aceito na categoria Comfort | Sem limite de quilometragem | Sem necessidade de cartão de crédito | Aluguel para negativados | Parcelamento da caução em até 4x no pix | Garantia de carro reserva | Manutenção e IPVA por nossa conta | Plano anual com opção de compra,"""Alugue seu Fiat Cronos (aceito no Comfort) pagando apenas R$ 350 na primeira semana! Ganhe até R$ 1.800 de desconto total nas semanas seguintes ao completar a meta de viagens semanais na Uber.* Caução de R$2.200 à vista ou parcelado: 10x no cartão ou 4x no PIX Além disso, só na Kovi você: aluga seminovos à pronta-entrega; não precisa de cartão de crédito; não paga taxa extra por km rodado; tem a opção de compra do seu carro com até 10% abaixo do valor de mercado. São poucas unidades, corra para garantir o seu! *Consulte a disponibilidade na sua região e as condições com o time de Vendas da Kovi. Saiba mais em: https://bit.ly/3YWfmdd """,Comprovante de residência,2026-09-22,R$350.00 por semana,aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\h14vmezcy9bjzcbcgtsrbpzewg.html,cache
hm5bx8ew31fqk3413t4sdz7hk4,https://earn.uber.com/offer/hm5bx8ew31fqk3413t4sdz7hk4,aluguel,São Paulo,458,Kovi Brazil,Fiat Argo ou similar,"Comfort, Uber Reserve Test Drive, UberX","R$250,00",250.0,semanal,250.0,1083.3333333333333,1800.0,,,True,True,True,True,True,True,Seguro do veículo | Manutenção | Seminovo à pronta-entrega | Aceito na categoria Comfort | Sem limite de quilometragem | Sem necessidade de cartão de crédito | Aluguel para negativados | Parcelamento da caução em até 4x no pix | Garantia de carro reserva | Manutenção e IPVA por nossa conta | Plano anual com opção de compra,"""Alugue seu Fiat Argo (aceito no Comfort) pagando apenas R$ 250 na primeira semana! Ganhe até R$ 1.800 de desconto total nas semanas seguintes ao completar a meta de viagens semanais na Uber.* Caução de R$1.800 à vista ou parcelado: 10x no cartão ou 4x no PIX Além disso, só na Kovi você: aluga seminovos à pronta-entrega; não precisa de cartão de crédito; não paga taxa extra por km rodado; tem a opção de compra do seu carro com até 10% abaixo do valor de mercado. São poucas unidades, corra para garantir o seu! *Consulte a disponibilidade na sua região e as condições com o time de Vendas da Kovi. Saiba mais em: https://bit.ly/3YWfmdd """,Comprovante de residência,2026-09-22,"R$ 250,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\hm5bx8ew31fqk3413t4sdz7hk4.html,cache
j61b757etdb5va99dsaax1dgpc,https://earn.uber.com/offer/j61b757etdb5va99dsaax1dgpc,aluguel,São Paulo,458,cabral locacoes,Chevrolet Tracker,"Black, Comfort, UberX","R$1.200,00",1200.0,semanal,1200.0,5200.0,,,,,True,True,False,False,False,Seguro do veículo | Manutenção | Promoção por indicação | Local de partida | Falar com a equipe de suporte | Phone,,,2026-09-22,"R$ 1.200,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\j61b757etdb5va99dsaax1dgpc.html,cache
m8kfhwx2y9e9x11dk0jr7pcnbr,https://earn.uber.com/offer/m8kfhwx2y9e9x11dk0jr7pcnbr,aluguel,São Paulo,458,LOKO PAKA LOCAÇÕES DE CARROS PARA APP,Hyundai HB20S,"Comfort, UberX","R$860,00",860.0,semanal,860.0,3726.6666666666665,,,,,False,False,False,False,False,,veiculos disponivel uber confort.,Comprovante de residência | Estacionamento protegido | Motorista parceiro com experiência na plataforma da Uber | Depósito caução | Idade mínima | Local de partida,2026-09-22,"R$ 860,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\m8kfhwx2y9e9x11dk0jr7pcnbr.html,cache
md3k2bgnk5d53d5x7v6b5t0dh8,https://earn.uber.com/offer/md3k2bgnk5d53d5x7v6b5t0dh8,aluguel,São Paulo,458,Foco aluguel de veículo SA,Volkswagen Polo,"Comfort, UberX","R$725,00",725.0,semanal,725.0,3141.6666666666665,,,,,True,True,False,False,False,Seguro do veículo | Manutenção | Promoção por indicação | Local de partida | Falar com a equipe de suporte | Phone,,,2026-09-22,"R$ 725,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\md3k2bgnk5d53d5x7v6b5t0dh8.html,cache
md5yewz1098e17qk9d0x6r1y34,https://earn.uber.com/offer/md5yewz1098e17qk9d0x6r1y34,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Fiat Uno,UberX,"R$1.200,00",1200.0,mensal,276.9230769230769,1200.0,,,,,True,True,False,False,False,Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição,Compre seu carro com a gente e economize até 50% em relação ao valor do aluguel,Estacionamento protegido | Local de partida,2026-09-22,"R$ 1.200,00 por mês",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\md5yewz1098e17qk9d0x6r1y34.html,cache
n2e8wsvytdcsffc44ewq4wpddc,https://earn.uber.com/offer/n2e8wsvytdcsffc44ewq4wpddc,aluguel,São Paulo,458,LOKO PAKA LOCAÇÕES DE CARROS PARA APP,Nissan Versa,"Comfort, UberX","R$860,00",860.0,semanal,860.0,3726.6666666666665,,,,,True,True,False,False,False,Estacionamento | Seguro do veículo | Manutenção | Uso ilimitado do veículo | Promoção por indicação | Veículo de substituição,"860 POR SEMANA LOGAN, VOYAGE, VERSA",Comprovante de residência | Estacionamento protegido | Motorista parceiro com experiência na plataforma da Uber | Depósito caução | Idade mínima | Local de partida,2026-09-22,"R$ 860,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\n2e8wsvytdcsffc44ewq4wpddc.html,cache
n48m2qwfy1a9xaqbxdrd93smbc,https://earn.uber.com/offer/n48m2qwfy1a9xaqbxdrd93smbc,aluguel,São Paulo,458,LM Veículos para Apps,Renault Kwid ou similar,"Uber Reserve Test Drive, UberX","R$590,62",590.62,semanal,590.62,2559.3533333333335,700.0,,,,True,True,False,False,False,"Manutenção | 💳 Pagamentos facilitados: opções semanais. | 🛠️ Manutenções preventivas incluídas. | 🚗 Auto proteção contra imprevistos. | 🆘 Assistência 24h, em todo o Brasil. | 🎁 Campanha de Indicação: indique um novo motorista e ganhe desconto na próxima fatura!","Assine seu Kwid e rode na categoria UberX com total praticidade e economia! Planos flexíveis, sem burocracia, com auto proteção, assistência 24h e manutenções preventivas incluídas. Ideal para motoristas de aplicativo que buscam baixo custo, autonomia e segurança para o dia a dia nas ruas.","Comprovante de residência | Para seguir com a pré-reserva, é necessário: | -Ser maior de 21 anos; -Possuir CNH emitida há pelo menos 3 anos; -Enviar comprovante de residência (conta de consumo recente). | 📲 Para mais informações, entre em contato com a Central de Reservas LM pelo WhatsApp 0800 075 5050 ou acesse lmmobilidade.com.br/lmveiculosapps | Termos e Condições | Oferta exclusiva para motoristas de aplicativo, mediante comprovação de atividade de transporte de passageiros. Sujeita à análise de crédito e disponibilidade de estoque, podendo ser alterada ou revogada sem aviso prévio. Válida até 30/10/2026. Inclui auto proteção, assistência 24h e manutenções preventivas. Caução a partir de R$ 700,00 para o grupo A. Disponível nas cidades: Salvador (BA), São Bernardo do Campo (SP), Curitiba (PR) e Contagem (MG). Imagem meramente ilustrativa.",2026-09-22,"R$ 590,62 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\n48m2qwfy1a9xaqbxdrd93smbc.html,cache
