id_posto,titulo,operadora,logradouro,bairro_cidade,latitude,longitude,qtd_pontos_recarga,potencia_max_kw,tipos_conectores,status_operacional,custo_uso
490008,Volvo - ECS - Sede Administrativa Ecorodovias,Não informado,"Rod. Imigrantes km 29 SENTIDO SUL, São Bernardo do Campo - SP",São Bernardo do Campo,-23.784818,-46.595659,1,7.0,,Desconhecido,
300185,Hub de Recarga Go Electric - Riacho Grande,Não informado,"R. Heinrich Nordoff, 61 - Rio Grande",São Bernardo do Campo,-23.777805738791685,-46.52909857095193,3,360.0,,Desconhecido,
478015,LUFT - AMAZON,Não informado,"Rod. Edgard Máximo Zambotto, 3909-4367 - Jordanesia, Cajamar - SP, 02675-031",Cajamar,-23.34408,-46.833265,2,150.0,,Desconhecido,
297691,Cluster Go Electric - Cajamar,Não informado,Avenida Alfonso Leopoldo Vogel,Cajamar,-23.343242183188508,-46.840568279004515,5,120.0,,Desconhecido,"Desbloqueio: R$2,00; Tarifa: R$ 2,50/kWh"
502638,DSA X - Km40 Castelinho da Pamonha,Não informado,"Rod. Pres. Castello Branco, s/n - Km 40 - Recanto Maravilha III, Santana de Parnaíba - SP",Santana de Parnaíba,-23.484371,-46.994,2,80.0,,Desconhecido,
481211,Volvo - Ecovias - São Bernardo km 40,Não informado,Rod Anchieta KM 40 - Sentido Sul,São Bernardo do Campo,-23.866456,-46.495389,1,7.0,,Desconhecido,
507572,Outlet Premium Grande São Paulo,Não informado,"Estr. de São Bento, 9550 - Jardim Josely, Itaquaquecetuba - SP, 08590-315",São Paulo,-23.434238,-46.27248,2,40.0,,Desconhecido,
459085,Outlet Premium Grande São Paulo,Não informado,"Estr. de São Bento, 9550 - Jardim Josely, Itaquaquecetuba - SP, 08590-315",São Paulo,-23.434238,-46.27248,2,40.0,,Desconhecido,
470601,DSA X - Ecoparada Madero,Não informado,"KM 44 | - Rod. Pres. Castello Branco, 44532 - Área I",Araçariguama,-23.46334,-47.02864,4,80.0,,Desconhecido,
495131,Viskom Eletroposto,Não informado,"Rua Vereador Sidney da Silva Rocha, 65",Mogi das Cruzes,-23.513083299581353,-46.20446651877762,1,80.0,,Desconhecido,"2,50"
474458,Posto Farol 48,Não informado,"Rodovia Presidente Castello Branco, km 48",Araçariguama,-23.449841532782614,-47.05821807309024,4,150.0,,Desconhecido,"R$2,00 + R$2,25 / kWh"
481210,Volvo - Ecovias - Cubatão km 62,Não informado,Rod Imigrantes KM 62 - Sentido Norte,Cubatão,-23.926579,-46.431147,1,7.0,,Desconhecido,
208603,Avenida Nove de Julho,Não informado,Avenida Nove de Julho,Jundiaí,-23.201969763240598,-46.891877367280586,1,7.4,,Desconhecido,0
208604,3333 Avenida Nove de Julho,Não informado,3333 Avenida Nove de Julho,Jundiaí,-23.199628335130782,-46.890283229170905,1,22.0,,Desconhecido,Free
208605,Ibis Jundiaí Shopping ,Não informado,Rua Luis de Jesus,Jundiaí,-23.1973506042565,-46.88930244157916,1,11.0,,Desconhecido,Estacionamento Pago
459860,Eletroposto 80kw Empório Dom Olivio Jundiaí,Não informado,"Rua do Retiro, 925 - Vila Virginia ",Jundiaí ,-23.186808454754285,-46.89858099927869,1,80.0,,Desconhecido,"2,29"
304279,Graal 56,Não informado,"Rod. dos Bandeirantes, Km 56",Jundiaí,-23.204803825697013,-46.92776021725456,2,120.0,,Desconhecido,"R$ 2,20/kWh"
507574,Hotel Bourbon Atibaia,Não informado,"Rod. Fernão Dias, Km 37,5 - Parque das Nações, Atibaia - SP, 12954-904",Atibaia,-23.107962,-46.57259,2,7.0,,Desconhecido,
459087,Hotel Bourbon Atibaia,Não informado,"Rod. Fernão Dias, Km 37,5 - Parque das Nações, Atibaia - SP, 12954-904",Atibaia,-23.107962,-46.57259,2,7.0,,Desconhecido,
267260,Maxi Shopping Jundiai,Não informado,"Av. Antônio Frederico Ozanan, 6000 - Vila Rio Branco",Jundiaí,-23.170261323533296,-46.892392358941265,1,7.0,,Desconhecido,"R$ 1,6 / kWh"
